source_file,page_idx,page_width,page_height,block_idx,block_x0,block_y0,block_x1,block_y1,line_idx,line_x0,line_y0,line_x1,line_y1,word_idx,text,confidence,word_x0,word_y0,word_x1,word_y1,word_objectness,crop_angle,crop_angle_confidence,sentence
frame_000001.json,0,290,1400,0,0.3349609375,0.15113146551724138,0.6376953125,0.2972790948275862,0,0.3349609375,0.15113146551724138,0.6376953125,0.2972790948275862,0,Press,0.9997337460517883,0.3349609375,0.1558459051724138,0.4033203125,0.2689924568965517,0.8099772334098816,0,,Press Any Key to Start
frame_000209.json,0,290,1400,0,0.017578125,0.6885775862068966,0.1015625,0.7970096982758621,0,0.017578125,0.6885775862068966,0.1015625,0.7970096982758621,0,assignm,0.9998693466186523,0.017578125,0.6885775862068966,0.1015625,0.7970096982758621,0.8308919668197632,0,,assignm
frame_000210.json,0,290,1400,0,0.0029296875,0.6791487068965517,0.158203125,0.8064385775862069,0,0.0029296875,0.6791487068965517,0.158203125,0.8064385775862069,0,bleting,0.8512060046195984,0.0029296875,0.6791487068965517,0.068359375,0.8064385775862069,0.8524118065834045,0,,bleting assignm
frame_000211.json,0,290,1400,0,0.0,0.6791487068965517,0.162109375,0.8064385775862069,0,0.0,0.6791487068965517,0.162109375,0.8064385775862069,0,pleting,0.8627908229827881,0.0,0.6791487068965517,0.0673828125,0.8064385775862069,0.8443499803543091,0,,pleting assignme
frame_000212.json,0,290,1400,0,0.0048828125,0.6744342672413793,0.162109375,0.8064385775862069,0,0.0048828125,0.6744342672413793,0.162109375,0.8064385775862069,0,leting,0.9986315369606018,0.0048828125,0.6744342672413793,0.0654296875,0.8064385775862069,0.7831886410713196,0,,leting assignme
frame_000217.json,0,290,1400,0,0.005859375,0.6838631465517242,0.1591796875,0.8017241379310345,0,0.005859375,0.6838631465517242,0.1591796875,0.8017241379310345,0,eting,0.9981812238693237,0.005859375,0.6838631465517242,0.056640625,0.8017241379310345,0.8726975321769714,0,,eting assignme
frame_000224.json,0,290,1400,0,0.00390625,0.6791487068965517,0.1611328125,0.8064385775862069,0,0.00390625,0.6791487068965517,0.1611328125,0.8064385775862069,0,ting,0.9919242262840271,0.00390625,0.6791487068965517,0.046875,0.8064385775862069,0.7873084545135498,0,,ting assignmen
frame_000240.json,0,290,1400,0,0.0,0.6885775862068966,0.1552734375,0.7922952586206897,0,0.0,0.6885775862068966,0.1552734375,0.7922952586206897,0,9,0.7476589679718018,0.0,0.7027209051724138,0.021484375,0.7875808189655172,0.7104010581970215,0,,9 assignments
frame_000241.json,0,290,1400,0,0.005859375,0.6885775862068966,0.154296875,0.7922952586206897,0,0.005859375,0.6885775862068966,0.154296875,0.7922952586206897,0,Q,0.6340898275375366,0.005859375,0.7121497844827587,0.01953125,0.7781519396551724,0.5961545705795288,0,,Q assignments
frame_000242.json,0,290,1400,0,0.0244140625,0.6885775862068966,0.162109375,0.7922952586206897,0,0.0244140625,0.6885775862068966,0.162109375,0.7922952586206897,0,assignments1,0.5904611945152283,0.0244140625,0.6885775862068966,0.162109375,0.7922952586206897,0.7952664494514465,0,,assignments1
frame_000244.json,0,290,1400,0,0.0009765625,0.6838631465517242,0.1630859375,0.8017241379310345,0,0.0009765625,0.6838631465517242,0.1630859375,0.8017241379310345,0,g,0.6692551970481873,0.0009765625,0.6980064655172413,0.015625,0.8017241379310345,0.750058650970459,0,,g assignments t
frame_000249.json,0,290,1400,0,0.013671875,0.6838631465517242,0.1640625,0.7922952586206897,0,0.013671875,0.6838631465517242,0.1640625,0.7922952586206897,0,assignments,0.9999841451644897,0.013671875,0.6885775862068966,0.1396484375,0.7922952586206897,0.8241347074508667,0,,assignments tc
frame_000253.json,0,290,1400,0,0.0078125,0.6885775862068966,0.162109375,0.7922952586206897,0,0.0078125,0.6885775862068966,0.162109375,0.7922952586206897,0,assignments,0.9999983310699463,0.0078125,0.6885775862068966,0.134765625,0.7922952586206897,0.824079155921936,0,,assignments to
frame_000258.json,0,290,1400,0,0.009765625,0.6885775862068966,0.154296875,0.7970096982758621,0,0.009765625,0.6885775862068966,0.154296875,0.7970096982758621,0,ssignments,0.9999854564666748,0.009765625,0.6885775862068966,0.126953125,0.7970096982758621,0.7532967329025269,0,,ssignments to
frame_000263.json,0,290,1400,0,0.00390625,0.6838631465517242,0.1630859375,0.7970096982758621,0,0.00390625,0.6838631465517242,0.1630859375,0.7970096982758621,0,ssignments,0.999993085861206,0.00390625,0.6885775862068966,0.119140625,0.7970096982758621,0.7548915147781372,0,,ssignments to I
frame_000264.json,0,290,1400,0,0.0087890625,0.6791487068965517,0.1640625,0.7922952586206897,0,0.0087890625,0.6791487068965517,0.1640625,0.7922952586206897,0,signments,0.9999995231628418,0.0087890625,0.6885775862068966,0.1162109375,0.7922952586206897,0.8370809555053711,0,,signments to le
frame_000270.json,0,290,1400,0,0.001953125,0.6744342672413793,0.1630859375,0.7922952586206897,0,0.001953125,0.6744342672413793,0.1630859375,0.7922952586206897,0,signments,0.9999982118606567,0.001953125,0.6885775862068966,0.107421875,0.7922952586206897,0.8090618848800659,0,,signments to lea
frame_000271.json,0,290,1400,0,0.0009765625,0.6744342672413793,0.1630859375,0.7922952586206897,0,0.0009765625,0.6744342672413793,0.1630859375,0.7922952586206897,0,signments,0.9999982118606567,0.0009765625,0.6885775862068966,0.10546875,0.7922952586206897,0.7984848618507385,0,,signments to le:
frame_000272.json,0,290,1400,0,0.0,0.6791487068965517,0.162109375,0.7922952586206897,0,0.0,0.6791487068965517,0.162109375,0.7922952586206897,0,signments,0.999998927116394,0.0,0.6885775862068966,0.1044921875,0.7922952586206897,0.8043863773345947,0,,signments to lea
frame_000273.json,0,290,1400,0,0.005859375,0.6744342672413793,0.1640625,0.7922952586206897,0,0.005859375,0.6744342672413793,0.1640625,0.7922952586206897,0,ignments,0.9999896287918091,0.005859375,0.6838631465517242,0.1025390625,0.7922952586206897,0.7264937162399292,0,,ignments to lea
frame_000278.json,0,290,1400,0,0.0048828125,0.6791487068965517,0.162109375,0.7922952586206897,0,0.0048828125,0.6791487068965517,0.162109375,0.7922952586206897,0,gnments,0.9995906949043274,0.0048828125,0.6838631465517242,0.0947265625,0.7922952586206897,0.7279810905456543,0,,gnments to lear
frame_000279.json,0,290,1400,0,0.00390625,0.6791487068965517,0.162109375,0.7922952586206897,0,0.00390625,0.6791487068965517,0.162109375,0.7922952586206897,0,gnments,0.999904990196228,0.00390625,0.6885775862068966,0.0927734375,0.7922952586206897,0.8054198026657104,0,,gnments to leal
